Model_Desc,Feature_Set,train_r_squared,test_r_squared,train_rmse,test_rmse,n_features,nobs
sklearn_linear,baseline,0.9865526252184598,0.9831217691752089,16.04193616013402,14.379001574238506,4,100
statsmodels_linear,baseline,0.9865526252184598,0.9831217691752089,16.04193616013402,14.379001574238494,4,100
sklearn_ridge,baseline,0.9865526252184598,0.9831217691752089,16.04193616013402,14.379001574238506,4,100
