wflow_id,group,formula,n_features,preprocessor,model
prep_1_linear_reg_1,Algeria,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_1_linear_reg_1,Denmark,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_1_linear_reg_1,Germany,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_1_linear_reg_1,Italy,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_1_linear_reg_1,Netherlands,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_1_linear_reg_1,Norway,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_1_linear_reg_1,Romania,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_1_linear_reg_1,Russian Federation,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_1_linear_reg_1,Turkey,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_1_linear_reg_1,United Kingdom,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_1_rand_forest_2,Algeria,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_1_rand_forest_2,Denmark,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_1_rand_forest_2,Germany,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_1_rand_forest_2,Italy,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_1_rand_forest_2,Netherlands,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_1_rand_forest_2,Norway,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_1_rand_forest_2,Romania,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_1_rand_forest_2,Russian Federation,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_1_rand_forest_2,Turkey,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_1_rand_forest_2,United Kingdom,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_1_boost_tree_3,Algeria,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_1_boost_tree_3,Denmark,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_1_boost_tree_3,Germany,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_1_boost_tree_3,Italy,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_1_boost_tree_3,Netherlands,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_1_boost_tree_3,Norway,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_1_boost_tree_3,Romania,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_1_boost_tree_3,Russian Federation,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_1_boost_tree_3,Turkey,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_1_boost_tree_3,United Kingdom,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_2_linear_reg_1,Algeria,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_2_linear_reg_1,Denmark,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_2_linear_reg_1,Germany,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_2_linear_reg_1,Italy,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_2_linear_reg_1,Netherlands,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_2_linear_reg_1,Norway,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_2_linear_reg_1,Romania,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_2_linear_reg_1,Russian Federation,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_2_linear_reg_1,Turkey,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_2_linear_reg_1,United Kingdom,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,linear_reg
prep_2_rand_forest_2,Algeria,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_2_rand_forest_2,Denmark,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_2_rand_forest_2,Germany,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_2_rand_forest_2,Italy,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_2_rand_forest_2,Netherlands,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_2_rand_forest_2,Norway,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_2_rand_forest_2,Romania,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_2_rand_forest_2,Russian Federation,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_2_rand_forest_2,Turkey,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_2_rand_forest_2,United Kingdom,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,rand_forest
prep_2_boost_tree_3,Algeria,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_2_boost_tree_3,Denmark,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_2_boost_tree_3,Germany,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_2_boost_tree_3,Italy,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_2_boost_tree_3,Netherlands,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_2_boost_tree_3,Norway,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
prep_2_boost_tree_3,Romania,target ~ brent + dubai + wti + brent_cracking_nw_europe + brent_hydroskimming_nw_europe + urals_cracking_nw_europe + urals_hydroskimming_nw_europe + es_sider_cracking_med + es_sider_hydroskimming_med + urals_cracking_med + urals_hydroskimming_med + dubai_cracking_singapore + dubai_hydroskimming_singapore + tapis_hydroskimming_singapore + x50_50_hls_lls_cracking_usgc + x30_70_wcs_bakken_cracking_usmc + bakken_coking_usmc,17,recipe,boost_tree
