wflow_id,group,rmse_train,mae_train,r_squared_train,rmse_cv,mae_cv,r_squared_cv,rmse_overfit_ratio,mae_overfit_ratio,r_squared_generalization_drop,fit_quality
rec_anova_linear_reg_1,Denmark,17.053220031715437,12.44651868671361,0.1032314203890603,22.48325509760426,15.63979800827532,-0.25176817880313196,1.3184169943148618,1.2565600391513867,0.35499959919219226,🟡 Moderate Overfit
rec_splitwise_boost_tree_3,Denmark,3.636748514369582,2.491519482591417,0.9592155948660234,22.48715537367994,14.888220091181214,-0.2971392697324272,6.183313276908842,5.975558367176022,1.2563548645984506,🔴 Severe Overfit
rec_percentile_linear_reg_1,Denmark,16.360133487726557,11.93191181344094,0.17464406638600727,22.93923784148924,17.926595505681746,-0.3309493496646917,1.40214246165524,1.5024076431312519,0.505593416050699,🟡 Moderate Overfit
rec_rf_imp_boost_tree_3,Denmark,3.5886561980360345,2.7199621116638184,0.9602871276552195,23.038628152098724,16.727912768554692,-0.3114185254930636,6.419848233081532,6.150053597004746,1.271705653148283,🔴 Severe Overfit
rec_mi_boost_tree_3,Denmark,3.070887782370231,2.246511501566568,0.9709199274838168,23.234705903678165,15.315152398416268,-0.37014112637470475,7.566120141890926,6.81730424604392,1.3410610538585215,🔴 Severe Overfit
rec_fourier_boost_tree_3,Denmark,1.6324113933000965,1.2713120352003309,0.9917827438231513,23.68451181209779,15.604293146548063,-0.4119325578553611,14.508911117201272,12.274164575252502,1.4037153016785124,🔴 Severe Overfit
rec_anova_boost_tree_3,Denmark,3.005372276929006,2.235068020714654,0.9721475024999107,24.129593786219402,17.376013429061228,-0.48606121868534813,8.028820246813437,7.774266048290252,1.4582087211852588,🔴 Severe Overfit
rec_splitwise_rand_forest_2,Norway,21.658587257141356,12.960039860179172,0.723927762185135,27.459833009440857,23.15083211344421,-1.2923417720010977,1.2678496839809665,1.786324144308932,2.0162695341862324,🟡 Moderate Overfit
rec_splitwise_boost_tree_3,Norway,4.58143447039747,3.3365023654513877,0.9876471990438545,29.054102223232505,22.288697195036512,-1.394532763537228,6.341704200062883,6.6802581726991,2.3821799625810822,🔴 Severe Overfit
rec_rf_imp_linear_reg_1,Romania,30.61359632821801,23.731122671857825,0.4108492871354801,29.073022949529047,24.464966619791497,-0.5067256449513056,0.9496768245660526,1.0309232714389833,0.9175749320867856,🟢 Good Generalization
rec_splitwise_linear_reg_1,Norway,32.92872304437539,20.88430574942914,0.3618654423756609,29.1362657029441,21.331292351119473,-1.308127742724747,0.8848282899910666,1.0214029906980533,1.669993185100408,🟢 Good Generalization
rec_yj_linear_reg_1,Denmark,16.75298676442928,12.059283861117343,0.1345298716771225,30.051027420060922,25.38619761705146,-1.3874613803515816,1.7937713341878034,2.105116515160903,1.521991252028704,🔴 Severe Overfit
rec_mi_linear_reg_1,Romania,30.439887830960256,23.618250328716368,0.4175162681931994,32.883867983812664,27.37484238865398,-0.9539800437074331,1.0802887371472718,1.1590546296890647,1.3714963119006325,🟢 Good Generalization
rec_ts_sig_boost_tree_3,Romania,2.1370886246835776,1.5529530187818745,0.9971289366834438,33.71010543916452,29.306624063773775,-1.1537640575305215,15.773845337909522,18.87154582870877,2.150892994213965,🔴 Severe Overfit
rec_date_boost_tree_3,Romania,2.1370886246835776,1.5529530187818745,0.9971289366834438,33.71010543916452,29.306624063773775,-1.1537640575305215,15.773845337909522,18.87154582870877,2.150892994213965,🔴 Severe Overfit
rec_date_rand_forest_2,Romania,14.058985717048325,10.319829284328206,0.8757473430031733,37.73075735697138,33.72746275645274,-1.557721058538819,2.683746759285629,3.2682190593667664,2.433468401541992,🔴 Severe Overfit
rec_anova_linear_reg_1,Romania,30.68615758094456,23.95991666184363,0.40805313235554774,37.94195432058754,33.69277031819394,-1.715452072623794,1.2364517851576398,1.4062140028996832,2.1235052049793417,🟡 Moderate Overfit
rec_ts_sig_rand_forest_2,Romania,14.507735299941467,10.337134686172071,0.8676886955590102,38.630772115344385,34.49713085396027,-1.672888207426245,2.662770674861999,3.3372043512315743,2.540576902985255,🔴 Severe Overfit
rec_fourier_linear_reg_1,Denmark,16.351507426657143,11.84783466175083,0.17551419299671733,38.97836434372009,33.81609849798967,-3.3494406498111546,2.383778041171628,2.8542007432936654,3.524954842807872,🔴 Severe Overfit
rec_mi_boost_tree_3,Norway,8.386871379423086,5.734748237864178,0.9586036118066523,38.995467205115894,31.596208196756123,-3.748454022320246,4.649584504275336,5.509606853905005,4.707057634126898,🔴 Severe Overfit
rec_percentile_boost_tree_3,Norway,3.5947501622938556,2.5829655448913575,0.9923949879004414,39.14066510604168,29.867986209239135,-3.6603221674118,10.888285232336015,11.563447398016072,4.652717155312241,🔴 Severe Overfit
rec_yj_linear_reg_1,Romania,29.173615322395243,22.63393410426241,0.4649699077103878,39.75814903129772,31.410563686137912,-1.82114893388356,1.3628118624288987,1.3877642102096026,2.286118841593948,🟡 Moderate Overfit
rec_center_scale_rand_forest_2,Romania,14.648986268350887,10.558394505097855,0.8650997207273619,40.773524431167715,36.80550854363747,-2.090186275389085,2.7833683289920788,3.4859001078115486,2.955285996116447,🔴 Severe Overfit
rec_scale_rand_forest_2,Romania,14.649841989281661,10.55941812778304,0.8650839598600836,40.803494892874525,36.83131316863748,-2.095097615547772,2.78525153532221,3.4880059415139617,2.9601815754078555,🔴 Severe Overfit
rec_boxcox_rand_forest_2,Romania,14.646270889917218,10.550601224666309,0.8651497271035872,40.803494892874525,36.83131316863748,-2.095097615547772,2.785930644022463,3.4909207906113773,2.960247342651359,🔴 Severe Overfit
rec_rolling_rand_forest_2,Romania,14.646270889917218,10.550601224666309,0.8651497271035872,40.803494892874525,36.83131316863748,-2.095097615547772,2.785930644022463,3.4909207906113773,2.960247342651359,🔴 Severe Overfit
rec_yj_rand_forest_2,Romania,14.68888547442714,10.57868693143714,0.8643638685747852,40.816474023707045,36.88590865608572,-2.095685217145975,2.7787318578231934,3.4868135237531486,2.96004908572076,🔴 Severe Overfit
rec_ts_sig_rand_forest_2,Norway,19.709363463399765,11.40695354146876,0.7713834417488483,41.08479964032141,37.973313488237224,-3.707764817367835,2.0845320406524426,3.3289618784006882,4.479148259116683,🔴 Severe Overfit
rec_percentile_rand_forest_2,Romania,14.8572624210128,10.800245683736927,0.8612364846325455,41.12553937446372,37.1349335622624,-2.1422376890173775,2.7680428741905634,3.438341557190722,3.003474173649923,🔴 Severe Overfit
rec_percentile_linear_reg_1,Romania,30.490509164560436,23.503592540451468,0.41557732406394066,41.27059616718746,35.14830895402217,-2.033511068223283,1.3535554931026499,1.4954441068329984,2.4490883922872237,🟡 Moderate Overfit
rec_yj_boost_tree_3,Romania,2.773760639695626,2.059567800649007,0.9951634501631331,41.837666917076334,37.511908775793984,-2.167882822987116,15.083373207598518,18.213485743937785,3.163046273150249,🔴 Severe Overfit
rec_rolling_boost_tree_3,Romania,2.773760639695626,2.059567800649007,0.9951634501631331,41.837666917076334,37.511908775793984,-2.167882822987116,15.083373207598518,18.213485743937785,3.163046273150249,🔴 Severe Overfit
rec_scale_boost_tree_3,Romania,2.773760639695626,2.059567800649007,0.9951634501631331,41.837666917076334,37.511908775793984,-2.167882822987116,15.083373207598518,18.213485743937785,3.163046273150249,🔴 Severe Overfit
rec_center_scale_boost_tree_3,Romania,2.773760639695626,2.059567800649007,0.9951634501631331,41.837666917076334,37.511908775793984,-2.167882822987116,15.083373207598518,18.213485743937785,3.163046273150249,🔴 Severe Overfit
rec_boxcox_boost_tree_3,Romania,2.773760639695626,2.059567800649007,0.9951634501631331,41.837666917076334,37.511908775793984,-2.167882822987116,15.083373207598518,18.213485743937785,3.163046273150249,🔴 Severe Overfit
rec_percentile_boost_tree_3,Romania,3.1795841086653702,2.3336063675774477,0.9936446665720313,41.88792312788438,37.226402900496765,-2.1777980536843558,13.174025814799668,15.952306017720574,3.171442720256387,🔴 Severe Overfit
rec_percentile_linear_reg_1,Norway,37.49428284743242,24.400633661498958,0.17264368156204501,42.440905396874925,34.87336506371218,-4.044050871453489,1.1319300483641932,1.4291991571816365,4.216694553015534,⚪ Normal
rec_rolling_linear_reg_1,Denmark,16.586889334481366,11.75479814846379,0.1516061996014415,42.562420246887235,37.837955960897595,-4.985116043910795,2.5660278662622464,3.218937108319683,5.136722243512236,🔴 Severe Overfit
rec_boxcox_linear_reg_1,Denmark,16.586889334481366,11.75479814846379,0.1516061996014415,42.562420246887235,37.837955960897595,-4.985116043910795,2.5660278662622464,3.218937108319683,5.136722243512236,🔴 Severe Overfit
rec_center_scale_linear_reg_1,Denmark,16.586889334481366,11.754798148463786,0.1516061996014414,42.5624202468873,37.83795596089768,-4.985116043910814,2.5660278662622504,3.2189371083196914,5.1367222435122555,🔴 Severe Overfit
rec_scale_linear_reg_1,Denmark,16.58688933448136,11.75479814846377,0.15160619960144206,42.56242024688766,37.837955960898014,-4.985116043910943,2.5660278662622735,3.218937108319724,5.136722243512385,🔴 Severe Overfit
rec_date_linear_reg_1,Denmark,16.33847209795389,11.690653001090864,0.17682821981084795,42.875870315088356,37.42223836265991,-5.1565477073545685,2.6242276547057184,3.2010391856783373,5.333375927165417,🔴 Severe Overfit
rec_fourier_rand_forest_2,Norway,22.894265209925564,12.731723342331797,0.6915278899199584,43.74515672931706,40.540223912081146,-4.596769252443159,1.9107473565193005,3.1841898242705815,5.288297142363117,🔴 Severe Overfit
rec_rf_imp_boost_tree_3,Romania,6.378225843729936,4.879038312700059,0.9744260689005172,43.75573497052324,37.37299370754076,-2.600275353514437,6.860173352678781,7.659909865897025,3.5747014224149543,🔴 Severe Overfit
rec_fourier_boost_tree_3,Romania,2.8274626602232926,2.063618444400364,0.9949743590066894,43.87598129854126,39.39159430090862,-2.485962345735578,15.517793361443102,19.088603519607926,3.4809367047422675,🔴 Severe Overfit
rec_fourier_rand_forest_2,Romania,15.230978786186895,11.096949421446109,0.8541678322760596,44.10080365950841,40.50188890146654,-2.730683269824063,2.8954674731412404,3.649821889175422,3.5848511021001226,🔴 Severe Overfit
rec_anova_boost_tree_3,Romania,5.055240086627576,3.6825812151590984,0.9839349797488064,44.35509625925982,38.69831503747028,-2.8525628519002253,8.774083030515321,10.508475652396005,3.836497831649032,🔴 Severe Overfit
rec_ts_sig_linear_reg_1,Denmark,16.333783315953767,11.705624303366477,0.17730061639508266,44.51481177893223,39.843495528092156,-5.559822645370667,2.7253215570365183,3.403790733026804,5.737123261765749,🔴 Severe Overfit
rec_anova_rand_forest_2,Romania,15.09486092123751,10.877776602793997,0.856762762404697,45.0762029150857,40.93644771271332,-2.692322692910673,2.9861953117876263,3.763310206444085,3.54908545531537,🔴 Severe Overfit
rec_anova_rand_forest_2,Norway,22.55174817090636,13.038890917492504,0.7006888387720223,45.50755420717955,41.722308331697405,-5.206571401456793,2.01791691989041,3.1998356758797843,5.9072602402288155,🔴 Severe Overfit
rec_mi_boost_tree_3,Romania,4.947818449891935,3.791091997528076,0.9846104749692034,45.903037615478134,40.735584110160495,-3.0825235445174464,9.2774296551808,10.745079290273493,4.06713401948665,🔴 Severe Overfit
rec_mi_rand_forest_2,Norway,20.562766675208444,12.559251357262099,0.7511569128184431,46.14858655118177,41.11238859896479,-5.297226547245935,2.244279054472808,3.2734744635230584,6.048383460064378,🔴 Severe Overfit
rec_rf_imp_rand_forest_2,Romania,15.465737227395675,11.123256963182705,0.8496377004666428,47.50399431796064,42.3914571411726,-3.1691418437884753,3.07156352261133,3.811065165669166,4.018779544255118,🔴 Severe Overfit
rec_mi_rand_forest_2,Romania,16.372277010916758,11.678564488293,0.8314938045676845,47.847054694382265,43.470681944071146,-3.143855788579136,2.9224435099942823,3.72226243967293,3.9753495931468206,🔴 Severe Overfit
rec_splitwise_rand_forest_2,Romania,18.186326840133574,13.653639773024143,0.7920841066307209,48.298886078496864,44.39334176601223,-3.7402085687494626,2.6557801640247063,3.251392486106256,4.532292675380184,🔴 Severe Overfit
rec_date_rand_forest_2,Norway,18.61252238090333,10.870529809321889,0.7961207856615664,48.809655645264996,45.33324516223489,-5.647138929146319,2.622409507232845,4.170288473277533,6.443259714807885,🔴 Severe Overfit
rec_rf_imp_linear_reg_1,Norway,39.75867055841933,24.203457364503492,0.0696932038272815,50.08468917760659,45.44348455479691,-6.059869917278192,1.2597174018687256,1.8775616999843912,6.129563121105473,🟡 Moderate Overfit
rec_splitwise_linear_reg_1,Romania,26.43171710218452,20.675951763305385,0.5608140281078622,50.2771456302098,44.652907344505664,-4.3353429400836045,1.9021520787256954,2.159654261902146,4.896156968191467,🔴 Severe Overfit
rec_rolling_rand_forest_2,Norway,21.289841940383663,12.506745897648898,0.7332481993545037,50.52187386871836,46.53969787378067,-6.310952897792298,2.3730506788256553,3.7211676206302005,7.044201097146802,🔴 Severe Overfit
rec_boxcox_rand_forest_2,Norway,21.289841940383663,12.506745897648898,0.7332481993545037,50.52187386871836,46.53969787378067,-6.310952897792298,2.3730506788256553,3.7211676206302005,7.044201097146802,🔴 Severe Overfit
rec_center_scale_rand_forest_2,Norway,21.295275058782785,12.499477266247332,0.7331120330975256,50.53966599698219,46.560030353490816,-6.314737392857435,2.373280732813929,3.7249582011895885,7.0478494259549604,🔴 Severe Overfit
rec_scale_rand_forest_2,Norway,21.308420190767535,12.519262934914163,0.7327824425818923,50.59199639602248,46.632769605664734,-6.3258877497261805,2.3742725149536366,3.724881396620692,7.058670192308073,🔴 Severe Overfit
rec_yj_rand_forest_2,Norway,21.286456910612536,12.511526302592683,0.7333330183028868,50.62385620658463,46.64725419375996,-6.334783962488922,2.378218997138302,3.728342415272991,7.0681169807918085,🔴 Severe Overfit
rec_yj_boost_tree_3,Norway,3.7371218325935773,2.641518470594618,0.9917806590099311,50.72244090961829,38.457747031037705,-7.64413118538825,13.572594949203655,14.558954426837943,8.635911844398182,🔴 Severe Overfit
rec_center_scale_boost_tree_3,Norway,3.7371218325935773,2.641518470594618,0.9917806590099311,50.72244090961829,38.457747031037705,-7.64413118538825,13.572594949203655,14.558954426837943,8.635911844398182,🔴 Severe Overfit
rec_boxcox_boost_tree_3,Norway,3.7371218325935773,2.641518470594618,0.9917806590099311,50.72244090961829,38.457747031037705,-7.64413118538825,13.572594949203655,14.558954426837943,8.635911844398182,🔴 Severe Overfit
rec_rolling_boost_tree_3,Norway,3.7371218325935773,2.641518470594618,0.9917806590099311,50.72244090961829,38.457747031037705,-7.64413118538825,13.572594949203655,14.558954426837943,8.635911844398182,🔴 Severe Overfit
rec_scale_boost_tree_3,Norway,3.7371218325935773,2.641518470594618,0.9917806590099311,50.72244090961829,38.457747031037705,-7.64413118538825,13.572594949203655,14.558954426837943,8.635911844398182,🔴 Severe Overfit
rec_percentile_rand_forest_2,Norway,21.42217244082358,12.469794151171422,0.729921814501914,50.73997823025066,46.87539611266958,-6.356239024246536,2.3685729526458776,3.7591154709050323,7.08616083874845,🔴 Severe Overfit
rec_fourier_linear_reg_1,Romania,28.435804809887458,22.10271227620073,0.49168988272314607,52.58851031255867,41.575578898722306,-3.9260306087057475,1.8493765400398667,1.8810170615797746,4.417720491428893,🔴 Severe Overfit
rec_splitwise_boost_tree_3,Romania,7.094502610266931,5.439417967224121,0.9683596258364339,53.34771729497713,48.386128764542285,-5.102619482497014,7.519585265607496,8.89546070114465,6.0709791083334474,🔴 Severe Overfit
rec_fourier_boost_tree_3,Norway,3.0634774264677316,2.2206114774915924,0.9944767862045563,54.617986965577586,44.05270977305537,-9.419805100562192,17.82875450417584,19.838098748736275,10.414281886766748,🔴 Severe Overfit
rec_mi_linear_reg_1,Norway,39.691288106815676,24.20095321128822,0.07284387419945337,58.925752742665324,52.79302362101599,-8.794771673697523,1.484601673397109,2.1814439770244825,8.867615547896976,🟡 Moderate Overfit
rec_rf_imp_rand_forest_2,Norway,21.211983150036843,12.306748189028838,0.735195700478861,58.93990052304879,54.11926970574222,-9.823402847610275,2.7786133953697023,4.397527996387235,10.558598548089137,🔴 Severe Overfit
rec_anova_linear_reg_1,Norway,39.53351280498549,23.956524265379045,0.08020022890238909,61.00026268494517,55.75904899925824,-9.73403541128614,1.5430013261369617,2.3275099668710646,9.814235640188528,🔴 Severe Overfit
rec_yj_linear_reg_1,Turkey,43.940739604041035,34.66511018038086,0.6891284762329914,62.87863372989988,52.89685911333932,-1.516338804468031,1.43098714988669,1.5259394485720383,2.2054672807010225,🟡 Moderate Overfit
rec_scale_linear_reg_1,Turkey,42.23201708051291,33.72595351494852,0.7128360847501769,64.49672514471027,56.35459525917729,-1.3380931926857818,1.5271997314679755,1.6709563225306279,2.0509292774359587,🔴 Severe Overfit
rec_boxcox_linear_reg_1,Turkey,42.23201708051289,33.72595351494854,0.7128360847501771,64.49672514471035,56.3545952591774,-1.3380931926857897,1.5271997314679782,1.6709563225306303,2.0509292774359666,🔴 Severe Overfit
rec_rolling_linear_reg_1,Turkey,42.23201708051289,33.72595351494854,0.7128360847501771,64.49672514471035,56.3545952591774,-1.3380931926857897,1.5271997314679782,1.6709563225306303,2.0509292774359666,🔴 Severe Overfit
rec_center_scale_linear_reg_1,Turkey,42.232017080512904,33.72595351494856,0.7128360847501771,64.49672514471055,56.35459525917768,-1.3380931926858062,1.5271997314679824,1.6709563225306379,2.0509292774359835,🔴 Severe Overfit
rec_ts_sig_boost_tree_3,Norway,1.9994109208182693,1.3798076203240284,0.997647299714553,65.06263775657482,56.940147690748134,-15.215620179368216,32.540903462679694,41.266729399114745,16.21326747908277,🔴 Severe Overfit
rec_date_boost_tree_3,Norway,1.9994109208182693,1.3798076203240284,0.997647299714553,65.06263775657482,56.940147690748134,-15.215620179368216,32.540903462679694,41.266729399114745,16.21326747908277,🔴 Severe Overfit
rec_anova_linear_reg_1,Turkey,56.21376109254133,44.828177563310916,0.4912182745006324,67.42717511181162,56.822024655145626,-1.4685286534731163,1.1994780957781908,1.2675515210248236,1.9597469279737487,⚪ Normal
rec_mi_rand_forest_2,Netherlands,34.87009540544552,25.33937695002763,0.7998064774398768,70.17131426769679,48.26322415653907,-0.0756839120544931,2.0123637016702403,1.9046728833041193,0.8754903894943699,🔴 Severe Overfit
rec_anova_boost_tree_3,Netherlands,13.795007204098543,10.059533816867402,0.9686680363963306,71.50488326154634,50.08084197944974,-0.13455656773599123,5.183388613258716,4.978445611015919,1.103224604132322,🔴 Severe Overfit
rec_rf_imp_rand_forest_2,Netherlands,34.85381014374152,25.038112874987245,0.7999934251707324,71.70941180404776,51.818187876578776,-0.1226617655397404,2.0574339364422163,2.0695724208650117,0.9226551907104728,🔴 Severe Overfit
rec_mi_boost_tree_3,Netherlands,14.222493244337711,10.592587105305984,0.966696090137922,71.85967378571604,52.33826552309782,-0.17466354316962873,5.052537030687286,4.941027626469156,1.1413596333075509,🔴 Severe Overfit
rec_boxcox_linear_reg_1,Romania,29.173754495745822,23.07714233032792,0.4649648029534085,72.02387153257186,60.53537209378845,-8.940868886803603,2.468789937307333,2.62317453466641,9.405833689757012,🔴 Severe Overfit
rec_rolling_linear_reg_1,Romania,29.173754495745822,23.07714233032792,0.4649648029534085,72.02387153257186,60.53537209378845,-8.940868886803603,2.468789937307333,2.62317453466641,9.405833689757012,🔴 Severe Overfit
rec_center_scale_linear_reg_1,Romania,29.173754495745825,23.077142330327924,0.46496480295340836,72.02387153257217,60.53537209378872,-8.940868886803681,2.468789937307344,2.6231745346664215,9.40583368975709,🔴 Severe Overfit
rec_scale_linear_reg_1,Romania,29.173754495745822,23.077142330327977,0.4649648029534085,72.02387153257231,60.53537209378884,-8.940868886803752,2.4687899373073487,2.62317453466642,9.405833689757161,🔴 Severe Overfit
rec_yj_linear_reg_1,Netherlands,61.23498006713778,47.18443651142426,0.3826337103971291,72.02886755530037,47.900438928187896,-0.07788764961317751,1.1762699600184112,1.0151745463059685,0.46052136001030664,⚪ Normal
rec_anova_rand_forest_2,Netherlands,36.45878272597522,26.851564902049176,0.7811492299294394,72.31029927084505,52.46850366162008,-0.14974472437782949,1.983343761483492,1.9540203281640376,0.9308939543072688,🔴 Severe Overfit
rec_date_linear_reg_1,Turkey,39.40414678952115,31.365071843852338,0.7500057192678955,72.40253279354101,62.797400826501594,-1.8466703757003777,1.8374343487319262,2.002144332368558,2.5966760949682732,🔴 Severe Overfit
rec_splitwise_rand_forest_2,Netherlands,37.698877480162636,28.14712707554491,0.7660082271501428,73.18659416583603,52.25677941022179,-0.19238733749152404,1.9413467736366217,1.8565581940198823,0.9583955646416669,🔴 Severe Overfit
rec_ts_sig_linear_reg_1,Turkey,39.38284872771015,31.456070241374707,0.7502758915797763,74.04695149790365,64.39507440052225,-1.9713786565908598,1.8801827163356903,2.047143012664764,2.721654548170636,🔴 Severe Overfit
rec_fourier_linear_reg_1,Turkey,41.81076972243473,33.47050548835526,0.718536202821937,75.78722296964065,62.01020655936897,-3.4430130667651704,1.8126244379800287,1.8526821048741846,4.161549269587107,🔴 Severe Overfit
rec_rolling_rand_forest_2,Netherlands,35.102478872018445,25.286959618532862,0.7971293020260188,76.23129814013117,58.591558507606386,-0.3951613463199267,2.171678485102604,2.3170661634095593,1.1922906483459457,🔴 Severe Overfit
rec_boxcox_rand_forest_2,Netherlands,35.102478872018445,25.286959618532862,0.7971293020260188,76.23129814013117,58.591558507606386,-0.3951613463199267,2.171678485102604,2.3170661634095593,1.1922906483459457,🔴 Severe Overfit
rec_center_scale_rand_forest_2,Netherlands,35.10884080593073,25.294759871889344,0.7970557592465511,76.2411177253671,58.59323093246837,-0.39607899598960017,2.17156465366661,2.3164177572440368,1.1931347552361513,🔴 Severe Overfit
rec_scale_rand_forest_2,Netherlands,35.077823876789175,25.256749795500454,0.7974141833049403,76.2579915184782,58.60880229564987,-0.39730217318906635,2.173965859066239,2.320520366642392,1.1947163564940066,🔴 Severe Overfit
rec_rf_imp_boost_tree_3,Netherlands,16.95373252364382,13.204371384684242,0.9526767672754318,76.33948268403232,48.989496656334914,-0.32053275388754654,4.502812733276795,3.7100968481663474,1.2732095211629784,🔴 Severe Overfit
rec_percentile_rand_forest_2,Netherlands,34.89128339442752,25.358590064343357,0.799563117805512,76.514298346978,58.68352590474702,-0.4046253402352771,2.1929344782771185,2.314147819569108,1.2041884580407891,🔴 Severe Overfit
rec_yj_rand_forest_2,Netherlands,35.03826115903388,25.25967538478617,0.7978709006726626,76.65978978093563,58.99699144841901,-0.41772045430970584,2.18788796147695,2.3356195418074424,1.2155913549823685,🔴 Severe Overfit
